id,split_1,split_2,split_3,is_teenager,num_segments,views,clicks,ctr
16055,B,B,A,1,11,42,1,0.023809523809523808
16056,B,B,A,1,4,8,0,0.0
16057,A,A,A,0,4,17,0,0.0
16058,A,A,A,0,12,43,0,0.0
16059,B,A,A,1,4,3,0,0.0
16060,A,A,B,0,13,44,0,0.0
16061,A,B,B,0,9,49,1,0.02040816326530612
16062,A,A,A,0,12,59,0,0.0
16063,B,A,B,1,12,54,0,0.0
16064,B,B,B,1,4,7,0,0.0
16065,B,B,B,1,2,6,0,0.0
16066,B,A,A,1,11,56,0,0.0
16067,A,A,B,0,16,67,1,0.014925373134328358
16068,A,B,A,0,13,48,0,0.0
16069,A,A,B,0,8,46,0,0.0
16070,A,B,A,0,15,46,2,0.043478260869565216
16071,A,B,A,0,15,59,3,0.05084745762711865
16072,B,B,A,1,3,7,0,0.0
16073,B,A,A,1,4,5,0,0.0
16074,A,B,B,0,3,5,0,0.0
16075,A,B,B,0,18,56,2,0.03571428571428571
16076,B,B,A,1,10,51,1,0.0196078431372549
16077,B,A,A,1,3,4,0,0.0
16078,B,B,B,1,5,6,0,0.0
16079,A,A,B,0,6,20,2,0.1
16080,B,B,A,1,2,5,0,0.0
16081,A,B,A,0,9,59,0,0.0
16082,B,A,B,1,3,3,0,0.0
16083,B,B,A,1,2,5,0,0.0
16084,B,B,B,1,3,5,0,0.0
16085,B,B,B,1,3,4,0,0.0
16086,B,A,B,1,4,4,0,0.0
16087,B,A,A,1,8,61,0,0.0
16088,A,B,B,0,16,56,0,0.0
16089,A,B,B,0,10,47,0,0.0
16090,B,B,A,1,13,46,1,0.021739130434782608
16091,A,A,B,0,13,62,2,0.03225806451612903
16092,A,B,B,0,8,43,0,0.0
16093,A,B,B,0,15,57,1,0.017543859649122806
16094,A,A,A,0,4,5,1,0.2
16095,B,A,B,1,4,4,0,0.0
16096,A,A,A,0,5,6,0,0.0
16097,A,A,B,0,11,46,0,0.0
16098,A,B,A,0,15,65,0,0.0
16099,A,A,B,0,16,52,0,0.0
16100,B,B,A,1,3,3,0,0.0
16101,A,A,B,0,16,58,1,0.017241379310344827
16102,B,A,B,1,3,7,0,0.0
16103,A,A,A,0,11,51,2,0.0392156862745098
16104,A,B,B,0,12,46,0,0.0
16105,B,A,A,1,18,54,1,0.018518518518518517
16106,B,B,B,1,4,4,0,0.0
16107,B,B,B,1,3,6,0,0.0
16108,A,A,A,0,13,55,1,0.01818181818181818
16109,A,A,B,0,2,4,0,0.0
16110,A,A,B,0,16,52,0,0.0
16111,A,B,B,0,16,70,0,0.0
16112,A,A,A,0,8,46,0,0.0
16113,B,A,B,1,4,7,0,0.0
16114,B,B,B,1,11,49,2,0.04081632653061224
16115,B,B,B,1,3,4,0,0.0
16116,A,A,A,0,11,49,1,0.02040816326530612
16117,B,B,B,1,5,6,0,0.0
16118,A,B,B,0,4,21,0,0.0
16119,B,A,B,1,2,4,0,0.0
16120,A,B,B,0,14,58,1,0.017241379310344827
16121,B,A,A,1,15,52,1,0.019230769230769232
16122,B,A,A,1,4,4,0,0.0
16123,B,B,A,1,11,53,1,0.018867924528301886
16124,B,B,B,1,3,6,0,0.0
16125,A,A,A,0,10,47,0,0.0
16126,A,B,B,0,15,52,1,0.019230769230769232
16127,B,B,A,1,13,46,0,0.0
16128,B,A,B,1,3,5,0,0.0
16129,A,A,B,0,7,24,1,0.041666666666666664
16130,B,B,A,1,2,3,1,0.3333333333333333
16131,A,B,A,0,9,42,0,0.0
16132,B,B,B,1,14,55,1,0.01818181818181818
16133,A,B,B,0,8,26,6,0.23076923076923078
16134,B,A,B,1,2,5,0,0.0
16135,B,A,A,1,3,7,0,0.0
16136,B,A,A,1,4,2,0,0.0
16137,B,B,B,1,2,6,0,0.0
16138,B,A,A,1,14,59,0,0.0
16139,A,A,A,0,7,42,2,0.047619047619047616
16140,B,B,B,1,3,6,0,0.0
16141,A,B,B,0,2,7,0,0.0
16142,A,A,A,0,19,61,0,0.0
16143,B,A,B,1,3,5,0,0.0
16144,A,B,B,0,3,4,0,0.0
16145,A,B,B,0,13,46,0,0.0
16146,B,A,A,1,4,4,0,0.0
16147,A,A,B,0,7,45,0,0.0
16148,A,A,A,0,12,54,0,0.0
16149,B,A,A,1,2,6,0,0.0
16150,B,A,A,1,16,62,1,0.016129032258064516
16151,A,A,B,0,10,49,0,0.0
16152,A,A,B,0,14,56,0,0.0
16153,B,B,B,1,5,6,0,0.0
16154,B,B,A,1,3,3,0,0.0
16155,A,B,A,0,14,57,2,0.03508771929824561
16156,B,A,A,1,3,3,0,0.0
16157,B,A,A,1,14,57,0,0.0
16158,A,B,A,0,15,59,3,0.05084745762711865
16159,B,B,B,1,12,64,2,0.03125
16160,A,B,A,0,17,61,2,0.03278688524590164
16161,A,B,A,0,12,57,0,0.0
16162,A,B,B,0,4,15,2,0.13333333333333333
16163,A,A,B,0,6,30,4,0.13333333333333333
16164,A,A,B,0,7,21,0,0.0
16165,B,B,B,1,10,50,2,0.04
16166,B,A,B,1,3,7,0,0.0
16167,B,A,B,1,2,3,0,0.0
16168,B,A,A,1,5,7,0,0.0
16169,B,A,B,1,5,6,0,0.0
16170,A,A,A,0,3,6,0,0.0
16171,B,B,B,1,4,5,0,0.0
16172,B,B,B,1,10,45,1,0.022222222222222223
16173,B,A,A,1,4,5,0,0.0
16174,B,B,B,1,19,56,0,0.0
16175,B,A,A,1,3,2,0,0.0
16176,A,B,B,0,20,57,0,0.0
16177,A,B,A,0,20,67,0,0.0
16178,A,A,B,0,15,64,0,0.0
16179,B,B,A,1,3,5,0,0.0
16180,B,A,B,1,12,50,0,0.0
16181,A,B,B,0,5,19,5,0.2631578947368421
16182,B,A,B,1,3,5,0,0.0
16183,A,B,A,0,11,59,1,0.01694915254237288
16184,A,A,A,0,7,39,0,0.0
16185,A,A,B,0,7,49,0,0.0
16186,A,B,A,0,17,44,2,0.045454545454545456
16187,A,A,B,0,20,63,1,0.015873015873015872
16188,B,A,B,1,2,4,0,0.0
16189,A,B,A,0,12,47,1,0.02127659574468085
16190,B,B,B,1,3,3,0,0.0
16191,A,A,B,0,8,48,1,0.020833333333333332
16192,B,A,B,1,4,7,0,0.0
16193,B,A,B,1,9,43,2,0.046511627906976744
16194,A,A,A,0,16,57,2,0.03508771929824561
16195,A,A,B,0,16,58,1,0.017241379310344827
16196,A,A,B,0,14,46,2,0.043478260869565216
16197,A,A,B,0,7,22,4,0.18181818181818182
16198,A,B,A,0,11,51,1,0.0196078431372549
16199,A,B,A,0,14,57,0,0.0
16200,B,B,A,1,2,3,0,0.0
16201,B,A,B,1,2,2,0,0.0
16202,A,A,B,0,15,66,0,0.0
16203,B,B,B,1,10,49,1,0.02040816326530612
16204,B,B,B,1,3,6,0,0.0
16205,B,A,A,1,3,5,0,0.0
16206,B,A,B,1,2,6,0,0.0
16207,B,B,B,1,2,7,0,0.0
16208,B,B,A,1,2,6,0,0.0
16209,A,A,A,0,8,41,1,0.024390243902439025
16210,A,A,A,0,10,54,1,0.018518518518518517
16211,B,B,B,0,9,41,0,0.0
16212,A,B,B,0,8,22,6,0.2727272727272727
16213,B,B,B,1,3,9,0,0.0
16214,B,A,B,1,4,5,0,0.0
16215,B,B,B,1,12,48,2,0.041666666666666664
16216,B,A,A,1,2,4,0,0.0
16217,B,A,B,1,14,49,0,0.0
16218,B,A,B,1,3,5,0,0.0
16219,B,A,B,1,2,2,0,0.0
16220,A,A,A,0,5,15,1,0.06666666666666667
16221,A,A,B,0,15,58,0,0.0
16222,B,A,B,1,4,5,0,0.0
16223,B,A,A,1,3,4,0,0.0
16224,B,B,B,1,4,19,2,0.10526315789473684
16225,B,B,B,1,3,4,0,0.0
16226,A,A,A,0,2,3,0,0.0
16227,B,B,B,1,3,5,0,0.0
16228,A,B,B,0,10,57,1,0.017543859649122806
16229,A,B,B,0,4,25,3,0.12
16230,A,A,B,0,10,40,0,0.0
16231,A,B,A,0,3,3,0,0.0
16232,B,A,B,1,3,6,0,0.0
16233,B,A,B,1,2,3,0,0.0
16234,A,A,B,0,4,4,0,0.0
16235,B,A,A,0,13,53,0,0.0
16236,B,B,B,1,2,5,0,0.0
16237,B,A,B,1,5,5,0,0.0
16238,B,B,B,1,4,6,0,0.0
16239,A,A,A,0,4,5,0,0.0
16240,B,B,B,1,8,44,0,0.0
16241,A,A,B,0,8,42,0,0.0
16242,B,B,A,1,2,4,0,0.0
16243,B,B,A,1,8,29,4,0.13793103448275862
16244,B,A,A,1,5,5,0,0.0
16245,B,A,B,1,4,4,0,0.0
16246,B,B,A,1,3,4,0,0.0
16247,B,A,B,1,2,3,0,0.0
16248,A,B,A,0,13,65,4,0.06153846153846154
16249,B,A,B,1,13,56,1,0.017857142857142856
16250,A,B,B,0,14,52,2,0.038461538461538464
16251,B,A,B,0,14,46,1,0.021739130434782608
16252,B,A,B,1,4,7,0,0.0
16253,A,B,B,0,15,47,1,0.02127659574468085
16254,B,B,B,1,10,50,0,0.0
16255,A,A,B,0,13,48,0,0.0
16256,A,B,A,0,17,60,2,0.03333333333333333
16257,A,B,A,0,10,44,2,0.045454545454545456
16258,B,A,B,0,7,22,1,0.045454545454545456
16259,B,A,A,1,5,5,0,0.0
16260,B,B,B,1,3,4,0,0.0
16261,A,B,A,0,12,51,3,0.058823529411764705
16262,A,B,B,0,6,22,4,0.18181818181818182
16263,B,A,B,1,3,6,0,0.0
16264,A,A,B,0,12,54,0,0.0
16265,A,A,B,0,12,55,0,0.0
16266,A,A,B,0,10,48,1,0.020833333333333332
16267,B,B,B,1,7,48,2,0.041666666666666664
16268,B,A,B,1,3,4,0,0.0
16269,A,A,B,0,11,58,0,0.0
16270,A,B,A,0,3,25,3,0.12
16271,B,A,B,1,4,5,0,0.0
16272,B,A,B,1,17,64,1,0.015625
16273,A,B,B,0,11,46,0,0.0
16274,B,B,A,1,5,7,0,0.0
16275,B,B,A,1,3,6,0,0.0
16276,B,B,B,1,2,4,0,0.0
16277,B,A,B,1,7,41,0,0.0
16278,A,A,A,0,9,44,0,0.0
16279,B,A,A,1,8,61,1,0.01639344262295082
16280,B,A,B,1,4,3,0,0.0
16281,B,A,B,1,13,59,0,0.0
16282,A,A,B,0,3,5,0,0.0
16283,B,B,B,1,9,46,0,0.0
16284,A,A,B,0,12,47,0,0.0
16285,A,A,B,0,5,24,2,0.08333333333333333
16286,B,B,A,1,16,56,1,0.017857142857142856
16287,B,B,B,1,3,7,0,0.0
16288,A,B,A,0,4,6,0,0.0
16289,A,A,A,0,3,5,0,0.0
16290,A,A,A,0,2,4,0,0.0
16291,A,B,B,0,4,21,1,0.047619047619047616
16292,B,B,A,1,3,7,0,0.0
16293,B,A,B,1,4,10,0,0.0
16294,B,B,A,1,13,60,0,0.0
16295,A,B,A,0,9,50,0,0.0
16296,B,A,B,1,4,7,0,0.0
16297,A,B,A,0,12,54,3,0.05555555555555555
16298,A,B,B,0,10,52,1,0.019230769230769232
16299,B,B,A,1,2,6,0,0.0
16300,A,B,B,0,3,4,0,0.0
16301,A,A,B,0,3,2,0,0.0
16302,B,A,B,1,4,10,0,0.0
16303,A,B,A,0,2,5,0,0.0
16304,B,A,A,1,3,3,0,0.0
16305,B,A,A,1,16,49,0,0.0
16306,B,B,A,1,12,48,3,0.0625
16307,B,B,B,0,8,52,2,0.038461538461538464
16308,B,A,B,1,14,56,1,0.017857142857142856
16309,A,B,A,0,7,28,6,0.21428571428571427
16310,B,B,A,1,15,47,1,0.02127659574468085
16311,A,A,A,0,7,18,3,0.16666666666666666
16312,A,B,B,0,10,51,1,0.0196078431372549
16313,A,B,B,0,8,57,0,0.0
16314,A,A,A,0,9,51,0,0.0
16315,B,B,A,1,12,45,0,0.0
16316,B,A,A,1,3,4,0,0.0
16317,B,B,A,1,17,67,0,0.0
16318,A,B,B,0,13,47,0,0.0
16319,B,B,B,1,11,41,1,0.024390243902439025
16320,A,A,B,0,3,13,1,0.07692307692307693
16321,A,A,A,0,4,4,0,0.0
16322,A,B,A,0,10,53,2,0.03773584905660377
16323,B,A,A,1,2,2,0,0.0
16324,A,A,A,0,14,59,2,0.03389830508474576
16325,B,B,B,0,10,51,1,0.0196078431372549
16326,A,B,B,0,6,23,4,0.17391304347826086
16327,A,B,A,0,15,63,1,0.015873015873015872
16328,A,B,A,0,10,53,1,0.018867924528301886
16329,A,A,A,0,9,36,0,0.0
16330,A,B,B,0,3,6,0,0.0
16331,A,B,A,0,19,60,0,0.0
16332,B,B,B,1,6,5,0,0.0
16333,B,B,A,1,2,5,0,0.0
16334,B,B,B,1,14,63,1,0.015873015873015872
16335,B,A,B,1,9,53,0,0.0
16336,A,A,A,0,9,26,2,0.07692307692307693
16337,A,B,A,0,13,54,1,0.018518518518518517
16338,A,B,A,0,12,46,1,0.021739130434782608
16339,B,B,A,1,2,3,0,0.0
16340,A,B,A,0,15,65,1,0.015384615384615385
16341,A,B,A,0,10,60,3,0.05
16342,A,A,A,0,12,23,1,0.043478260869565216
16343,B,A,A,1,2,3,0,0.0
16344,B,A,B,1,3,4,0,0.0
16345,A,A,A,0,16,60,1,0.016666666666666666
16346,A,B,B,0,14,53,1,0.018867924528301886
16347,B,B,B,1,10,59,1,0.01694915254237288
16348,B,B,A,1,4,10,0,0.0
16349,B,B,B,1,10,47,0,0.0
16350,A,A,A,0,3,2,0,0.0
16351,B,B,B,1,3,3,0,0.0
16352,B,B,A,1,4,6,0,0.0
16353,A,B,A,0,11,62,2,0.03225806451612903
16354,B,A,B,1,3,6,0,0.0
16355,B,B,B,1,3,4,0,0.0
16356,B,A,B,1,4,3,0,0.0
16357,A,A,B,0,14,64,0,0.0
16358,A,A,A,0,4,8,0,0.0
16359,A,A,B,0,5,34,0,0.0
16360,A,B,B,0,4,26,4,0.15384615384615385
16361,A,A,B,0,12,42,0,0.0
16362,B,B,A,1,2,6,0,0.0
16363,B,A,B,1,12,45,1,0.022222222222222223
16364,A,A,A,0,7,41,1,0.024390243902439025
16365,A,B,B,0,8,28,5,0.17857142857142858
16366,A,B,B,0,17,44,0,0.0
16367,A,A,A,0,14,53,0,0.0
16368,A,B,B,0,10,48,0,0.0
16369,A,B,A,0,4,6,0,0.0
16370,A,B,A,0,19,64,2,0.03125
16371,A,A,A,0,11,49,1,0.02040816326530612
16372,A,B,A,0,12,53,0,0.0
16373,B,B,A,1,5,28,2,0.07142857142857142
16374,B,B,A,1,17,51,0,0.0
16375,B,B,B,1,2,2,0,0.0
16376,A,A,B,0,17,53,0,0.0
16377,A,A,B,0,7,27,4,0.14814814814814814
16378,A,B,B,0,10,42,0,0.0
16379,B,A,B,1,10,52,1,0.019230769230769232
16380,B,A,A,1,3,6,0,0.0
16381,B,A,B,1,3,2,0,0.0
16382,A,A,A,0,10,50,0,0.0
16383,B,B,A,0,10,57,0,0.0
16384,A,A,A,0,7,24,6,0.25
16385,B,A,B,1,2,7,0,0.0
16386,A,B,B,0,3,5,0,0.0
16387,A,A,B,0,4,26,3,0.11538461538461539
16388,B,A,B,1,3,5,0,0.0
16389,B,B,A,1,2,4,0,0.0
16390,A,A,B,0,16,54,0,0.0
16391,B,A,B,1,2,6,0,0.0
16392,B,A,A,1,13,43,3,0.06976744186046512
16393,B,A,B,1,13,63,1,0.015873015873015872
16394,A,B,B,0,5,21,3,0.14285714285714285
16395,A,B,B,0,4,5,0,0.0
16396,A,B,A,0,12,27,4,0.14814814814814814
16397,B,A,B,1,2,6,0,0.0
16398,A,B,B,0,6,20,4,0.2
16399,A,B,A,0,13,45,0,0.0
16400,B,B,A,1,3,4,0,0.0
16401,B,B,B,1,2,4,0,0.0
16402,B,A,B,1,2,5,0,0.0
16403,B,B,B,1,4,8,0,0.0
16404,A,A,A,0,8,45,1,0.022222222222222223
16405,A,B,A,0,14,43,3,0.06976744186046512
16406,B,B,A,1,14,59,1,0.01694915254237288
16407,B,B,A,1,2,5,0,0.0
16408,B,B,A,1,3,5,0,0.0
16409,A,A,A,0,16,62,1,0.016129032258064516
16410,A,B,A,0,20,69,4,0.057971014492753624
16411,B,A,B,1,6,7,0,0.0
16412,B,B,A,1,6,9,0,0.0
16413,A,A,B,0,3,24,5,0.20833333333333334
16414,B,B,B,1,2,5,0,0.0
16415,B,A,A,1,3,6,0,0.0
16416,B,B,A,1,4,4,0,0.0
16417,B,B,B,1,2,3,0,0.0
16418,A,B,A,0,10,47,2,0.0425531914893617
16419,B,B,A,1,2,7,0,0.0
16420,A,A,B,0,7,41,1,0.024390243902439025
16421,A,B,A,0,17,53,1,0.018867924528301886
16422,B,B,B,1,5,4,0,0.0
16423,A,B,A,0,13,54,4,0.07407407407407407
16424,A,B,B,0,8,26,4,0.15384615384615385
16425,B,A,A,1,10,58,0,0.0
16426,A,B,A,0,15,47,1,0.02127659574468085
16427,B,A,B,1,3,5,0,0.0
16428,B,A,A,1,2,5,0,0.0
16429,B,A,B,1,4,6,0,0.0
16430,B,B,B,1,8,54,1,0.018518518518518517
16431,A,B,A,0,5,26,3,0.11538461538461539
16432,B,A,A,1,2,4,0,0.0
16433,B,A,A,1,3,4,0,0.0
16434,B,B,A,1,5,5,0,0.0
16435,B,A,A,1,3,4,0,0.0
16436,A,B,A,0,15,48,0,0.0
16437,B,A,B,1,5,6,0,0.0
16438,A,B,B,0,3,4,0,0.0
16439,B,B,A,1,10,42,1,0.023809523809523808
16440,A,B,A,0,13,47,1,0.02127659574468085
16441,B,B,B,1,7,42,0,0.0
16442,B,A,A,1,15,54,1,0.018518518518518517
16443,A,B,B,0,7,33,7,0.21212121212121213
16444,B,B,A,1,4,5,0,0.0
16445,A,B,B,0,15,43,1,0.023255813953488372
16446,B,A,B,1,5,5,0,0.0
16447,A,B,A,0,15,55,0,0.0
16448,A,B,B,0,6,23,1,0.043478260869565216
16449,A,A,B,0,11,49,1,0.02040816326530612
16450,B,B,A,1,5,7,0,0.0
16451,A,A,B,0,7,45,0,0.0
16452,A,B,B,0,11,44,0,0.0
16453,B,A,A,1,2,7,0,0.0
16454,B,B,B,1,2,7,0,0.0
16455,A,B,A,0,4,7,0,0.0
16456,A,B,A,0,11,56,2,0.03571428571428571
16457,A,B,B,0,13,52,2,0.038461538461538464
16458,A,A,B,0,3,3,0,0.0
16459,A,A,B,0,18,65,0,0.0
16460,B,B,A,1,2,2,0,0.0
16461,B,B,A,1,3,5,0,0.0
16462,B,A,B,1,2,3,0,0.0
16463,A,B,A,0,9,39,2,0.05128205128205128
16464,B,B,B,1,2,4,0,0.0
16465,A,B,B,0,16,53,0,0.0
16466,A,B,A,0,12,52,1,0.019230769230769232
16467,B,A,A,1,2,4,0,0.0
16468,A,A,B,0,6,17,2,0.11764705882352941
16469,B,A,A,1,3,5,0,0.0
16470,A,A,B,0,13,51,0,0.0
16471,B,B,B,1,6,43,0,0.0
16472,B,B,A,1,10,49,1,0.02040816326530612
16473,A,A,A,0,3,5,0,0.0
16474,A,B,B,0,8,54,1,0.018518518518518517
16475,A,A,A,0,10,39,1,0.02564102564102564
16476,A,B,A,0,14,48,0,0.0
16477,A,A,B,0,8,48,0,0.0
16478,A,B,B,0,3,5,0,0.0
16479,A,A,B,0,8,46,0,0.0
16480,B,A,A,1,5,6,0,0.0
16481,A,A,A,0,6,33,0,0.0
16482,B,B,A,1,3,7,0,0.0
16483,B,A,A,1,9,25,1,0.04
16484,B,A,A,1,3,11,0,0.0
16485,A,B,A,0,18,46,1,0.021739130434782608
16486,A,A,A,0,8,23,3,0.13043478260869565
16487,A,A,A,0,14,55,2,0.03636363636363636
16488,B,B,B,1,3,10,0,0.0
16489,B,A,A,1,12,31,0,0.0
16490,B,A,B,1,18,54,0,0.0
16491,A,B,B,0,10,49,1,0.02040816326530612
16492,A,B,A,0,2,5,0,0.0
16493,A,A,A,0,10,56,0,0.0
16494,A,A,B,0,13,49,0,0.0
16495,B,A,A,1,15,54,0,0.0
16496,B,B,B,1,2,5,0,0.0
16497,B,A,A,1,6,15,2,0.13333333333333333
16498,B,B,B,1,8,43,0,0.0
16499,A,B,B,0,2,6,0,0.0
16500,B,B,B,1,2,3,0,0.0
16501,B,B,B,1,4,7,0,0.0
16502,B,A,A,1,2,5,0,0.0
16503,B,A,B,1,4,5,0,0.0
16504,B,A,B,1,4,5,0,0.0
16505,A,A,B,0,12,50,1,0.02
16506,A,B,A,0,7,25,6,0.24
16507,B,B,B,1,3,5,0,0.0
16508,B,B,B,1,12,59,0,0.0
16509,A,A,A,0,15,45,1,0.022222222222222223
16510,B,B,B,1,4,6,0,0.0
16511,B,A,B,1,14,66,1,0.015151515151515152
16512,A,A,A,0,2,10,0,0.0
16513,B,B,B,1,3,5,0,0.0
16514,B,A,A,1,2,11,0,0.0
16515,A,A,A,0,4,25,1,0.04
16516,B,B,A,1,3,6,0,0.0
16517,B,B,B,1,4,6,0,0.0
16518,B,B,A,1,3,3,0,0.0
16519,A,B,B,0,15,55,0,0.0
16520,A,A,B,0,3,3,0,0.0
16521,B,A,B,1,4,5,0,0.0
16522,A,A,B,0,15,59,0,0.0
16523,A,A,A,0,2,3,0,0.0
16524,B,B,B,0,13,49,0,0.0
16525,A,A,A,0,14,58,0,0.0
16526,A,B,A,0,11,46,1,0.021739130434782608
16527,B,B,B,1,2,4,0,0.0
16528,A,B,A,0,6,17,1,0.058823529411764705
16529,A,A,B,0,7,51,0,0.0
16530,B,A,B,1,13,54,0,0.0
16531,A,A,A,0,12,41,1,0.024390243902439025
16532,B,B,B,1,2,5,0,0.0
16533,A,A,A,0,8,36,0,0.0
16534,B,B,B,1,7,39,1,0.02564102564102564
16535,B,A,A,1,18,54,0,0.0
16536,A,B,A,0,3,4,0,0.0
16537,A,B,A,0,5,30,7,0.23333333333333334
16538,A,B,B,0,16,48,2,0.041666666666666664
16539,B,B,A,1,16,61,1,0.01639344262295082
16540,B,B,B,1,3,7,0,0.0
16541,B,A,A,1,4,5,0,0.0
16542,B,B,B,1,20,82,1,0.012195121951219513
16543,A,A,B,0,6,19,2,0.10526315789473684
16544,A,A,A,0,10,54,3,0.05555555555555555
16545,A,A,B,0,3,3,0,0.0
16546,A,B,B,0,10,59,1,0.01694915254237288
16547,B,A,B,1,4,6,0,0.0
16548,A,B,B,0,14,53,1,0.018867924528301886
16549,A,B,A,0,18,68,0,0.0
16550,A,A,A,0,8,31,7,0.22580645161290322
16551,A,B,B,0,2,16,0,0.0
16552,A,B,A,0,3,4,0,0.0
16553,B,B,A,1,4,7,0,0.0
16554,B,B,A,1,3,5,0,0.0
16555,A,A,B,0,3,4,0,0.0
16556,A,B,B,0,13,52,1,0.019230769230769232
16557,A,A,A,0,8,18,0,0.0
16558,A,A,A,0,3,3,0,0.0
16559,A,A,A,0,14,54,2,0.037037037037037035
16560,B,A,A,1,11,55,1,0.01818181818181818
16561,A,B,A,0,13,56,0,0.0
16562,B,A,B,1,3,2,0,0.0
16563,A,B,A,0,10,37,1,0.02702702702702703
16564,B,A,A,1,11,46,0,0.0
16565,B,A,A,1,3,3,0,0.0
16566,A,B,A,0,3,7,0,0.0
16567,A,B,A,0,7,41,1,0.024390243902439025
16568,B,B,B,1,3,5,0,0.0
16569,A,A,A,0,3,2,0,0.0
16570,A,A,B,0,4,4,0,0.0
16571,A,A,B,0,10,52,0,0.0
16572,B,B,B,1,4,4,0,0.0
16573,A,B,B,0,13,51,1,0.0196078431372549
16574,A,A,A,0,9,45,0,0.0
16575,B,B,A,1,2,2,0,0.0
16576,A,A,B,0,15,56,1,0.017857142857142856
16577,B,A,B,1,8,49,0,0.0
16578,A,B,B,0,3,6,0,0.0
16579,B,B,A,0,8,53,0,0.0
16580,A,B,A,0,6,20,5,0.25
16581,B,B,A,1,10,52,1,0.019230769230769232
16582,A,B,A,0,6,22,3,0.13636363636363635
16583,B,A,A,1,13,64,1,0.015625
16584,A,B,B,0,14,53,0,0.0
16585,A,A,B,0,9,59,0,0.0
16586,A,A,A,0,3,12,1,0.08333333333333333
16587,B,B,B,1,12,55,0,0.0
16588,B,A,B,1,11,53,1,0.018867924528301886
16589,A,A,A,0,16,54,1,0.018518518518518517
16590,A,B,B,0,6,24,4,0.16666666666666666
16591,B,B,B,1,3,4,0,0.0
16592,A,B,B,0,9,44,0,0.0
16593,A,B,A,0,12,54,1,0.018518518518518517
16594,B,A,A,1,4,3,0,0.0
16595,A,B,A,0,3,8,0,0.0
16596,A,A,B,0,4,6,0,0.0
16597,B,B,A,1,16,56,2,0.03571428571428571
16598,A,A,B,0,16,61,0,0.0
16599,A,A,B,0,16,59,1,0.01694915254237288
16600,B,B,A,1,2,2,0,0.0
16601,A,A,A,0,14,49,4,0.08163265306122448
16602,A,A,B,0,2,6,0,0.0
16603,A,A,B,0,16,59,1,0.01694915254237288
16604,B,A,A,1,2,7,0,0.0
16605,A,A,B,0,9,44,0,0.0
16606,A,B,B,0,8,55,2,0.03636363636363636
16607,A,A,A,0,14,67,0,0.0
16608,B,A,B,1,4,6,0,0.0
16609,B,B,B,0,12,64,1,0.015625
16610,B,B,B,1,2,6,0,0.0
16611,B,A,B,1,3,5,0,0.0
16612,A,B,B,0,8,50,0,0.0
16613,B,B,A,1,14,57,0,0.0
16614,A,B,A,0,16,51,0,0.0
16615,B,B,A,1,2,5,0,0.0
16616,B,B,A,1,4,5,0,0.0
16617,A,A,B,0,2,2,0,0.0
16618,A,B,B,0,12,42,3,0.07142857142857142
16619,A,A,B,0,4,21,1,0.047619047619047616
16620,A,A,A,0,14,66,1,0.015151515151515152
16621,A,B,B,0,6,44,1,0.022727272727272728
16622,A,B,B,0,14,72,2,0.027777777777777776
16623,A,A,B,0,14,49,0,0.0
16624,A,B,B,0,10,50,0,0.0
16625,B,B,B,1,5,9,0,0.0
16626,A,A,B,0,7,23,4,0.17391304347826086
16627,B,B,B,1,11,59,0,0.0
16628,B,A,A,1,15,64,0,0.0
16629,B,B,B,1,4,6,0,0.0
16630,A,A,B,0,12,52,1,0.019230769230769232
16631,A,A,B,0,11,51,0,0.0
16632,B,A,A,1,3,3,0,0.0
16633,B,A,B,1,3,6,0,0.0
16634,B,B,B,1,11,45,0,0.0
16635,B,A,A,1,2,3,0,0.0
16636,A,B,A,0,2,2,0,0.0
16637,A,A,A,0,10,34,3,0.08823529411764706
16638,B,B,B,1,11,49,1,0.02040816326530612
16639,A,B,B,0,12,46,0,0.0
16640,A,B,B,0,13,51,1,0.0196078431372549
16641,A,A,A,0,5,16,0,0.0
16642,B,A,B,1,4,4,0,0.0
16643,A,A,B,0,13,51,0,0.0
16644,A,B,A,0,15,45,1,0.022222222222222223
16645,A,B,A,0,14,52,1,0.019230769230769232
16646,B,A,B,1,3,10,0,0.0
16647,B,B,B,1,2,5,0,0.0
16648,B,B,B,1,5,49,0,0.0
16649,B,A,B,1,3,4,0,0.0
16650,A,B,A,0,10,46,2,0.043478260869565216
16651,A,B,B,0,9,24,1,0.041666666666666664
16652,A,B,A,0,16,50,0,0.0
16653,A,B,B,0,10,47,1,0.02127659574468085
16654,A,A,B,0,7,17,0,0.0
16655,A,B,A,0,5,24,3,0.125
16656,A,A,B,0,3,13,1,0.07692307692307693
16657,A,A,A,0,16,61,0,0.0
16658,A,B,B,0,8,21,2,0.09523809523809523
16659,A,B,A,0,11,40,1,0.025
16660,B,A,B,1,2,5,0,0.0
16661,B,B,A,0,18,62,0,0.0
16662,A,A,B,0,14,44,1,0.022727272727272728
16663,B,A,A,1,2,4,0,0.0
16664,B,B,B,1,4,5,0,0.0
16665,B,B,A,1,9,50,1,0.02
16666,B,A,B,1,2,4,0,0.0
16667,B,B,B,1,4,7,0,0.0
16668,A,A,A,0,7,44,0,0.0
16669,B,A,A,1,3,3,0,0.0
16670,A,A,B,0,12,58,0,0.0
16671,B,B,A,1,3,6,0,0.0
16672,A,B,A,0,13,46,2,0.043478260869565216
